iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;fieldRequestSwooshed;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;class
892;2;70;0;90;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;;Request;foodtype;greek;foodtype;closed;1;10;1;foodtype,greek;field,foodtype;1;0;0;2;0;0;0;1;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;neutral ;grumme ;5;AVP-wise-concrete;0;Inform;0;hor6;hor6;;neutral;grumme;worst_simulation
892;3;70;0;90;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;neutral ;grumme ;5;AVP-wise-concrete;0;Negate;0;hor6;hor6;greek;neutral;grumme;worst_simulation
892;4;70;0;90;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;neutral ;grumme ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;neutral;grumme;worst_simulation
893;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;evening grumme cheap greek tuesday;time localization price foodtype date;open;1;41;5;evening,grumme,greek,tuesday;time,localization,foodtype,date;4;1;0;0;0;1;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
893;2;70;0;90;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;grumme ;5;AVP-wise-concrete;0;Negate;0;hor6;hor6;greek;;grumme;worst_simulation
893;3;70;0;90;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;grumme ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;;grumme;worst_simulation
894;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;greek grumme cheap evening;foodtype localization price time;open;1;41;4;greek,grumme,evening;foodtype,localization,time;3;1;0;0;0;1;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
894;2;70;0;90;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;;greek ;;grumme ;4;AVP-wise-concrete;0;Negate;0;hor;hor;greek;;grumme;worst_simulation
894;3;70;0;90;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;evening ;;greek ;;grumme ;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;greek;;grumme;worst_simulation
895;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;localization;field;open;1;41;1;localization,fish;field,foodtype;1;0;0;1;0;0;0;1;;;;1;evening;tuesday;greek;cheap;grumme;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
895;2;70;0;90;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;;IndicateValuesOne;localization;grumme;localization;choice;1;15;1;grumme;localization;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;fish ;;;2;AVP-wise-concrete;0;Inform;0;;;fish;;;worst_simulation
895;3;70;0;90;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;fish ;;grumme ;2;AVP-wise-concrete;0;Negate;0;hor;hor;fish;;grumme;worst_simulation
895;4;70;0;90;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;;;fish ;;grumme ;2;AVP-wise-concrete;0;EMPTY;0;hor;hor;fish;;grumme;worst_simulation
896;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;evening greek cheap tuesday grumme;time foodtype price date localization;open;1;41;5;evening,yes,greek,choice,neutral,tuesday,grumme,choice;time,logical,foodtype,action,price,date,localization,action;4;0;1;2;0;0;0;1;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
896;2;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;tuesday grumme greek evening;date localization foodtype time;open;1;41;4;tuesday,grumme,evening;date,localization,time;3;1;0;0;0;1;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;neutral ;grumme ;5;AVP-wise-concrete;0;Provide;0;hor3;hor4;greek;neutral;grumme;worst_simulation
896;3;70;0;90;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;neutral ;grumme ;5;AVP-wise-concrete;0;Negate;0;hor6;hor6;greek;neutral;grumme;worst_simulation
896;4;70;0;90;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;neutral ;grumme ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;neutral;grumme;worst_simulation
897;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;greek evening grumme cheap;foodtype time localization price;open;1;41;4;greek,evening,foodtype,grumme,cheap;foodtype,time,field,localization,price;4;0;0;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
897;2;70;0;90;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;;;0;1;0;0;0;0;1;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;;greek ;cheap ;grumme ;4;AVP-wise-concrete;0;Negate;0;hor;hor;greek;prx1;grumme;worst_simulation
897;3;70;0;90;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;evening ;;greek ;cheap ;grumme ;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;greek;prx1;grumme;worst_simulation
898;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;cheap evening tuesday greek grumme;price time date foodtype localization;open;1;41;5;cheap,evening,tuesday,grumme;price,time,date,localization;4;1;0;0;0;1;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
898;2;70;0;90;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arabesque Castroper Str. 195} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;25;0;;;;;;;;;;;;;154;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;cheap ;grumme ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;;prx1;grumme;worst_simulation
899;1;70;0;90;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;greek grumme cheap evening tuesday;foodtype localization price time date;open;1;46;5;yes,grumme,russian,yes,tuesday;logical,localization,foodtype,logical,date;2;2;1;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
899;2;70;0;90;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;tuesday ;russian ;;grumme ;5;AVP-wise-concrete;0;Negate;0;;;russian;;grumme;worst_simulation
899;3;70;0;90;Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;;tuesday ;russian ;;grumme ;5;AVP-wise-concrete;0;EMPTY;0;;;russian;;grumme;worst_simulation
900;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;time;field;open;1;41;1;;;0;1;0;0;0;0;1;0;;;;1;evening;tuesday;greek;cheap;grumme;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
900;2;70;0;90;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;localization;field;open;1;33;1;localization;field;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;2;AVP-wise-concrete;0;Provide;0;;hor;;;;worst_simulation
900;3;70;0;90;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;;IndicateValuesOne;localization;grumme;localization;choice;1;15;1;grumme;localization;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;3;AVP-wise-concrete;0;Inform;0;;hor;;;;worst_simulation
900;4;70;0;90;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;price,evening;field,time;1;0;0;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;grumme;;;;;grumme ;4;AVP-wise-concrete;0;Inform;0;hor;hor;;;grumme;worst_simulation
900;5;70;0;90;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;cheap;price;choice;1;12;1;cheap;price;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;;;;grumme ;5;AVP-wise-concrete;0;Inform;0;hor3;hor;;;grumme;worst_simulation
900;6;70;0;90;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Italia da Carlo  Castroper Str. 280} {Arabesque Castroper Str. 195} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;31;0;;;;;;;;;;;;; 127 154;0;evening;tuesday;greek;cheap;grumme;evening ;;;cheap ;grumme ;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;;prx1;grumme;worst_simulation
901;1;100;0;91;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;field;localization;field;open;1;46;1;localization;field;1;0;0;0;1;0;0;0;;;;1;midday;sunday;chinese;expensive;centre;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
901;2;100;0;91;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;;IndicateValuesOne;localization;centre;localization;choice;1;15;1;centre;localization;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
901;3;100;0;91;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;;;;;centre ;3;AVP-wise-concrete;0;Inform;0;;hor;;;centre;worst_simulation
901;4;100;0;91;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;;Request;foodtype;chinese;foodtype;closed;1;10;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;;;;centre ;4;AVP-wise-concrete;0;Inform;0;hor;hor;;;centre;worst_simulation
901;5;100;0;91;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;centre;worst_simulation
901;6;100;0;91;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;;centre ;6;AVP-wise-concrete;0;Inform;0;;;chinese;;centre;worst_simulation
901;7;100;0;91;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;;centre ;6;AVP-wise-concrete;0;Inform;0;;hor;chinese;;centre;worst_simulation
901;8;100;0;91;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;;centre ;6;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;centre;worst_simulation
901;9;100;0;91;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;expensive ;centre ;6;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;centre;worst_simulation
901;10;100;0;91;Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;expensive ;centre ;6;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx5;centre;worst_simulation
902;1;100;0;91;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;time;field;open;1;41;1;;;0;1;0;0;0;0;1;0;;;;1;midday;sunday;chinese;expensive;centre;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
902;2;100;0;91;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;foodtype;field;open;1;33;1;;;0;1;0;0;0;0;1;0;;;;0;midday;sunday;chinese;expensive;centre;;;;;;2;AVP-wise-concrete;0;Provide;0;;hor;;;;worst_simulation
902;3;100;0;91;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday,yes;time,logical;1;0;0;1;0;0;0;1;;;;0;midday;sunday;chinese;expensive;centre;;;;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;;;;worst_simulation
902;4;100;0;91;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;;Request;foodtype;chinese;foodtype;closed;1;10;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;;;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;;;;worst_simulation
902;5;100;0;91;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;;chinese ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
902;6;100;0;91;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;;;6;AVP-wise-concrete;0;Inform;0;;;chinese;;;worst_simulation
902;7;100;0;91;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;;;6;AVP-wise-concrete;0;Inform;0;;hor;chinese;;;worst_simulation
902;8;100;0;91;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;expensive ;;6;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;;worst_simulation
902;9;100;0;91;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;expensive ;;6;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx5;;worst_simulation
903;1;100;0;91;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;centre chinese midday expensive;localization foodtype time price;open;1;41;4;centre,chinese,midday,expensive,gourmet;localization,foodtype,time,price,foodtype;4;0;0;1;0;0;0;1;;;;0;midday;sunday;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
903;2;100;0;91;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;;RepetitionRequest;foodtype;chinese;foodtype;closed;0;9;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;;chinese gourmet ;expensive ;centre ;4;AVP-wise-concrete;0;Inform;0;hor02;;chinese;prx5;centre;worst_simulation
903;3;100;0;91;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;;chinese gourmet ;expensive ;centre ;4;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;centre;worst_simulation
903;4;100;0;91;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;sunday;chinese;expensive;centre;midday ;;chinese ;expensive ;centre ;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx5;centre;worst_simulation
904;1;100;0;91;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;midday chinese expensive centre;time foodtype price localization;open;1;41;4;foodtype,midday,chinese,expensive,centre;field,time,foodtype,price,localization;4;0;0;1;0;0;0;1;;;;0;midday;sunday;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
904;2;100;0;91;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;;;0;1;0;0;0;0;1;0;;;;0;midday;sunday;chinese;expensive;centre;midday ;;chinese ;expensive ;centre ;4;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;centre;worst_simulation
